32665,-047.354E-3,+0.97785E+0,80.8422
32664,-047.354E-3,+0.97781E+0,80.8571
32663,-047.350E-3,+0.97782E+0,80.8534
32662,-047.350E-3,+0.97781E+0,80.8571
32661,-047.355E-3,+0.97781E+0,80.8571
32660,-047.350E-3,+0.97780E+0,80.8608
32659,-047.350E-3,+0.97782E+0,80.8534
32658,-047.349E-3,+0.97780E+0,80.8608
32657,-047.355E-3,+0.97782E+0,80.8534
32656,-047.349E-3,+0.97781E+0,80.8571
32655,-047.357E-3,+0.97783E+0,80.8497
32654,-047.348E-3,+0.97781E+0,80.8571
32653,-047.351E-3,+0.97785E+0,80.8422
32652,-047.356E-3,+0.97781E+0,80.8571
32651,-047.348E-3,+0.97781E+0,80.8571
32650,-047.351E-3,+0.97781E+0,80.8571
32649,-047.350E-3,+0.97781E+0,80.8571
32648,-047.353E-3,+0.97781E+0,80.8571
32647,-047.351E-3,+0.97783E+0,80.8497
32646,-047.362E-3,+0.97783E+0,80.8497
32645,-047.352E-3,+0.97782E+0,80.8534
32644,-047.359E-3,+0.97782E+0,80.8534
32643,-047.353E-3,+0.97782E+0,80.8534
32642,-047.349E-3,+0.97780E+0,80.8608
32641,-047.350E-3,+0.97781E+0,80.8571
32640,-047.354E-3,+0.97782E+0,80.8534
32639,-047.357E-3,+0.97780E+0,80.8608
32638,-047.351E-3,+0.97783E+0,80.8497
32637,-047.353E-3,+0.97780E+0,80.8608
32636,-047.351E-3,+0.97785E+0,80.8422
32635,-047.352E-3,+0.97781E+0,80.8571
32634,-047.354E-3,+0.97780E+0,80.8608
32633,-047.352E-3,+0.97780E+0,80.8608
32632,-047.353E-3,+0.97781E+0,80.8571
32631,-047.359E-3,+0.97783E+0,80.8497
32630,-047.350E-3,+0.97782E+0,80.8534
32629,-047.349E-3,+0.97782E+0,80.8534
32628,-047.354E-3,+0.97781E+0,80.8571
32627,-047.358E-3,+0.97781E+0,80.8571
32626,-047.355E-3,+0.97781E+0,80.8571
32625,-047.355E-3,+0.97782E+0,80.8534
32624,-047.351E-3,+0.97782E+0,80.8534
32623,-047.351E-3,+0.97785E+0,80.8422
32622,-047.354E-3,+0.97785E+0,80.8422
32621,-047.360E-3,+0.97783E+0,80.8497
32620,-047.359E-3,+0.97783E+0,80.8497
32619,-047.350E-3,+0.97783E+0,80.8497
32618,-047.352E-3,+0.97783E+0,80.8497
32617,-047.355E-3,+0.97785E+0,80.8422
32616,-047.355E-3,+0.97782E+0,80.8534
32615,-047.355E-3,+0.97782E+0,80.8534
32614,-047.357E-3,+0.97783E+0,80.8497
32613,-047.352E-3,+0.97783E+0,80.8497
32612,-047.351E-3,+0.97781E+0,80.8571
32611,-047.350E-3,+0.97785E+0,80.8422
32610,-047.355E-3,+0.97781E+0,80.8571
32609,-047.359E-3,+0.97783E+0,80.8497
32608,-047.348E-3,+0.97783E+0,80.8497
32607,-047.354E-3,+0.97782E+0,80.8534
32606,-047.343E-3,+0.97785E+0,80.8422
32605,-047.349E-3,+0.97781E+0,80.8571
32604,-047.353E-3,+0.97783E+0,80.8497
32603,-047.346E-3,+0.97783E+0,80.8497
32602,-047.351E-3,+0.97785E+0,80.8422
32601,-047.347E-3,+0.97781E+0,80.8571
32600,-047.355E-3,+0.97780E+0,80.8608
32599,-047.355E-3,+0.97782E+0,80.8534
32598,-047.348E-3,+0.97785E+0,80.8422
32597,-047.351E-3,+0.97785E+0,80.8422
32596,-047.350E-3,+0.97783E+0,80.8497
32595,-047.351E-3,+0.97783E+0,80.8497
32594,-047.352E-3,+0.97785E+0,80.8422
32593,-047.351E-3,+0.97781E+0,80.8571
32592,-047.351E-3,+0.97781E+0,80.8571
32591,-047.349E-3,+0.97781E+0,80.8571
32590,-047.352E-3,+0.97779E+0,80.8646
32589,-047.358E-3,+0.97782E+0,80.8534
32588,-047.347E-3,+0.97779E+0,80.8646
32587,-047.349E-3,+0.97783E+0,80.8497
32586,-047.350E-3,+0.97780E+0,80.8608
32585,-047.358E-3,+0.97781E+0,80.8571
32584,-047.350E-3,+0.97780E+0,80.8608
32583,-047.349E-3,+0.97781E+0,80.8571
32582,-047.353E-3,+0.97781E+0,80.8571
32581,-047.355E-3,+0.97782E+0,80.8534
32580,-047.353E-3,+0.97782E+0,80.8534
32579,-047.349E-3,+0.97782E+0,80.8534
32578,-047.348E-3,+0.97783E+0,80.8497
32577,-047.358E-3,+0.97782E+0,80.8534
32576,-047.353E-3,+0.97778E+0,80.8683
32575,-047.358E-3,+0.97780E+0,80.8608
32574,-047.356E-3,+0.97780E+0,80.8608
32573,-047.350E-3,+0.97778E+0,80.8683
32572,-047.352E-3,+0.97781E+0,80.8571
32571,-047.362E-3,+0.97783E+0,80.8497
32570,-047.354E-3,+0.97782E+0,80.8534
32569,-047.354E-3,+0.97783E+0,80.8497
32568,-047.356E-3,+0.97782E+0,80.8534
32567,-047.357E-3,+0.97782E+0,80.8534
32566,-047.359E-3,+0.97782E+0,80.8534
32565,-047.355E-3,+0.97782E+0,80.8534
